	cik	gvkey	year	sic_list
	792449 	12334 	1999 	['628']
	792449 	12334 	1998 	['628']
	100517 	10795 	1999 	['451']
	100517 	10795 	1998 	['451']
	805020 	12845 	1999 	['541']
	805020 	12845 	1998 	['541']
	867493 	16974 	1999 	['603']
	867493 	16974 	1998 	['603']
	1011309 	17255 	1999 	['602']
	1011309 	17255 	1998 	['602']
	869369 	12046 	1999 	['131']
	869369 	12046 	1998 	['131']
	1011659 	2620 	1999 	['602']
	1011659 	2620 	1998 	['602']
	1520262 	24302 	1999 	['283']
	1520262 	24302 	1998 	['283']
	912893 	29316 	1999 	['679']
	912893 	29316 	1998 	['679']
	1072765 	64382 	1999 	['802']
	912898 	29607 	1999 	['679']
	912898 	29607 	1998 	['679']
	851726 	25776 	1999 	['100']
	851726 	25776 	1998 	['100']
	1016177 	63483 	1999 	['371']
	1016177 	63483 	1998 	['371']
	318819 	1587 	1999 	['494']
	318819 	1587 	1998 	['494']
	832820 	14633 	1999 	['131']
	1434598 	29288 	1998 	['873']
	1019361 	63651 	1999 	['369']
	1019361 	63651 	1998 	['369']
	355007 	2246 	1999 	['384']
	355007 	2246 	1998 	['384']
	887596 	25737 	1999 	['581']
	887596 	25737 	1998 	['581']
	1016179 	63500 	1999 	['284']
	1016179 	63500 	1998 	['284']
	1016178 	30857 	1999 	['603']
	1016178 	30857 	1998 	['603']
	356028 	3310 	1999 	['737']
	356028 	3310 	1998 	['737']
	751288 	10306 	1998 	['138']
	65172 	7279 	1999 	['679']
	65172 	7279 	1998 	['679']
	1015155 	65850 	1999 	['329']
	276189 	4546 	1998 	['153']
	825313 	14592 	1999 	['628']
	825313 	14592 	1998 	['628']
	809875 	21685 	1999 	['283']
	809875 	21685 	1998 	['283']
	812708 	13407 	1999 	['282']
	812708 	13407 	1998 	['282']
	886744 	63405 	1999 	['283']
	886744 	63405 	1998 	['283']
	733590 	3410 	1999 	['679']
	733590 	3410 	1998 	['679']
	1043914 	65893 	1999 	['283']
	812700 	14593 	1999 	['265']
	812700 	14593 	1998 	['265']
	913782 	29606 	1999 	['679']
	913782 	29606 	1998 	['679']
	913781 	29601 	1999 	['621']
	913781 	29601 	1998 	['621']
	51253 	6078 	1999 	['286']
	51253 	6078 	1998 	['286']
	949859 	61575 	1999 	['349']
	949859 	61575 	1998 	['285']
	931074 	31522 	1998 	['603']
	1102541 	62391 	1999 	['737']
	1102541 	62391 	1998 	['737']
	721675 	3713 	1999 	['541']
	721675 	3713 	1998 	['541']
	32689 	4331 	1999 	['491']
	32689 	4331 	1998 	['491']
	764401 	4498 	1999 	['331']
	764401 	4498 	1998 	['331']
	872821 	11513 	1999 	['602']
	872821 	11513 	1998 	['602']
	1075066 	22810 	1999 	['245']
	1075066 	22810 	1998 	['245']
	1018332 	63959 	1999 	['737']
	1018332 	63959 	1998 	['737']
	103884 	11538 	1999 	['581']
	103884 	11538 	1998 	['581']
	82473 	8987 	1999 	['679']
	82473 	8987 	1998 	['679']
	1018336 	25808 	1999 	['737']
	277923 	8571 	1999 	['581']
	277923 	8571 	1998 	['581']
	277924 	3594 	1999 	['131']
	277924 	3594 	1998 	['131']
	354260 	9786 	1998 	['737']
	908598 	28712 	1999 	['382']
	908598 	28712 	1998 	['382']
	1001171 	61815 	1999 	['603']
	1001171 	61815 	1998 	['603']
	922358 	13962 	1999 	['598']
	922358 	13962 	1998 	['598']
	923149 	30884 	1999 	['225']
	923149 	30884 	1998 	['225']
	1051345 	31749 	1999 	['602']
	921559 	30306 	1999 	['615']
	921559 	30306 	1998 	['615']
	862861 	24660 	1999 	['572']
	862861 	24660 	1998 	['572']
	816066 	63945 	1999 	['382']
	816066 	63945 	1998 	['382']
	796577 	12519 	1999 	['355']
	796577 	12519 	1998 	['355']
	807863 	14113 	1999 	['357']
	807863 	14113 	1998 	['357']
	1040593 	65220 	1999 	['131']
	27367 	3807 	1999 	['384']
	27367 	3807 	1998 	['809']
	931911 	62733 	1999 	['736']
	931911 	62733 	1998 	['736']
	876043 	61527 	1999 	['384']
	876043 	61527 	1998 	['384']
	46109 	5519 	1999 	['359']
	46109 	5519 	1998 	['359']
	69891 	24463 	1999 	['208']
	69891 	24463 	1998 	['208']
	720875 	4124 	1999 	['384']
	720875 	4124 	1998 	['384']
	830260 	14384 	1999 	['331']
	830260 	14384 	1998 	['331']
	1004702 	63232 	1999 	['603']
	1004702 	63232 	1998 	['603']
	732240 	10534 	1999 	['355']
	732240 	10534 	1998 	['355']
	895419 	27794 	1999 	['367']
	895419 	27794 	1998 	['367']
	1023876 	64049 	1999 	['504']
	1013220 	27766 	1999 	['632']
	1013220 	27766 	1998 	['632']
	742679 	18051 	1999 	['602']
	742679 	18051 	1998 	['602']
	927102 	63943 	1999 	['679']
	927102 	63943 	1998 	['679']
	99302 	10685 	1999 	['382']
	99302 	10685 	1998 	['382']
	882194 	24877 	1998 	['283']
	1010655 	64884 	1999 	['737']
	56806 	6500 	1999 	['372']
	56806 	6500 	1998 	['372']
	105076 	11315 	1998 	['262']
	885533 	25375 	1999 	['737']
	885533 	25375 	1998 	['737']
	794619 	12379 	1999 	['243']
	794619 	12379 	1998 	['243']
	912465 	29515 	1999 	['603']
	912465 	29515 	1998 	['603']
	849101 	24675 	1998 	['581']
	351721 	8872 	1999 	['384']
	351721 	8872 	1998 	['384']
	922285 	30675 	1999 	['737']
	922285 	30675 	1998 	['737']
	1039276 	65031 	1999 	['737']
	901495 	28501 	1999 	['581']
	901495 	28501 	1998 	['581']
	49029 	5774 	1998 	['506']
	764622 	1075 	1999 	['491']
	764622 	1075 	1998 	['491']
	903651 	28717 	1999 	['737']
	903651 	28717 	1998 	['737']
	754673 	17136 	1999 	['602']
	754673 	17136 	1998 	['602']
	874761 	24216 	1999 	['499']
	874761 	24216 	1998 	['499']
	745379 	12624 	1998 	['421']
	879465 	26064 	1999 	['737']
	879465 	26064 	1998 	['999']
	861291 	23080 	1999 	['18']
	861291 	23080 	1998 	['18']
	770944 	13853 	1999 	['799']
	770944 	13853 	1998 	['799']
	710976 	28778 	1999 	['331']
	710976 	28778 	1998 	['331']
	874292 	24428 	1999 	['506']
	874292 	24428 	1998 	['731']
	1113169 	12138 	1999 	['628']
	1113169 	12138 	1998 	['628']
	874294 	24110 	1999 	['283']
	874294 	24110 	1998 	['283']
	1062438 	30188 	1999 	['603']
	1062438 	30188 	1998 	['603']
	1066138 	9614 	1998 	['701']
	1289945 	24844 	1998 	['481']
	940944 	31846 	1999 	['581']
	940944 	31846 	1998 	['581']
	1351548 	30231 	1999 	['451']
	1351548 	30231 	1998 	['451']
	1001604 	61584 	1999 	['836']
	1001604 	61584 	1998 	['836']
	873998 	30061 	1999 	['358']
	873998 	30061 	1998 	['358']
	887919 	62895 	1999 	['602']
	887919 	62895 	1998 	['602']
	716629 	1940 	1998 	['738']
	894237 	26246 	1999 	['384']
	894237 	26246 	1998 	['384']
	915016 	29852 	1999 	['641']
	915016 	29852 	1998 	['641']
	918577 	29954 	1999 	['331']
	918577 	29954 	1998 	['331']
	918578 	30193 	1999 	['314']
	918578 	30193 	1998 	['314']
	875582 	19209 	1999 	['267']
	875582 	19209 	1998 	['267']
	758004 	11910 	1999 	['737']
	758004 	11910 	1998 	['737']
	930885 	62005 	1999 	['737']
	930885 	62005 	1998 	['737']
	932112 	31144 	1999 	['737']
	932112 	31144 	1998 	['737']
	774695 	30946 	1999 	['357']
	774695 	30946 	1998 	['357']
	1013794 	63705 	1999 	['679']
	1013794 	63705 	1998 	['679']
	932111 	31147 	1999 	['367']
	932111 	31147 	1998 	['367']
	899597 	61596 	1999 	['261']
	899597 	61596 	1998 	['261']
	80124 	14820 	1999 	['631']
	80124 	14820 	1998 	['631']
	1001288 	61552 	1999 	['357']
	1001288 	61552 	1998 	['357']
	742070 	19891 	1999 	['602']
	742070 	19891 	1998 	['602']
	898293 	28195 	1999 	['367']
	898293 	28195 	1998 	['367']
	919013 	30649 	1999 	['357']
	919013 	30649 	1998 	['357']
	1024321 	64189 	1999 	['603']
	1024321 	64189 	1998 	['603']
	701347 	16705 	1999 	['602']
	701347 	16705 	1998 	['602']
	932628 	61839 	1999 	['598']
	932628 	61839 	1998 	['590']
	882159 	29317 	1998 	['154']
	75049 	8195 	1999 	['356']
	75049 	8195 	1998 	['356']
	895126 	27786 	1999 	['131']
	895126 	27786 	1998 	['131']
	75043 	8194 	1999 	['594']
	75043 	8194 	1998 	['594']
	68145 	7575 	1999 	['581']
	68145 	7575 	1998 	['581']
	1001915 	64412 	1999 	['283']
	351903 	6213 	1999 	['799']
	351903 	6213 	1998 	['799']
	42136 	14017 	1998 	['104']
	855876 	28342 	1999 	['602']
	855876 	28342 	1998 	['602']
	949322 	61430 	1999 	['836']
	949322 	61430 	1998 	['836']
	891482 	28749 	1999 	['679']
	891482 	28749 	1998 	['701']
	779733 	13282 	1999 	['283']
	779733 	13282 	1998 	['283']
	850483 	24491 	1999 	['504']
	850483 	24491 	1998 	['504']
	911631 	29055 	1999 	['635']
	911631 	29055 	1998 	['635']
	917470 	29870 	1999 	['505']
	917470 	29870 	1998 	['505']
	1029688 	65768 	1999 	['735']
	808220 	19575 	1998 	['366']
	945114 	60931 	1999 	['596']
	945114 	60931 	1998 	['596']
	743238 	9919 	1999 	['371']
	743238 	9919 	1998 	['371']
	1003282 	63556 	1998 	['737']
	949699 	61448 	1999 	['283']
	949699 	61448 	1998 	['283']
	921960 	64308 	1999 	['384']
	14637 	2433 	1999 	['354']
	14637 	2433 	1998 	['354']
	8411 	1860 	1999 	['138']
	8411 	1860 	1998 	['138']
	911635 	29164 	1999 	['679']
	911635 	29164 	1998 	['679']
	864268 	24689 	1999 	['283']
	864268 	24689 	1998 	['283']
	864264 	28556 	1999 	['230']
	864264 	28556 	1998 	['230']
	775158 	11721 	1999 	['371']
	775158 	11721 	1998 	['371']
	804888 	14524 	1999 	['737']
	804888 	14524 	1998 	['737']
	798399 	21144 	1999 	['366']
	798399 	21144 	1998 	['366']
	68709 	6900 	1999 	['382']
	68709 	6900 	1998 	['382']
	36146 	4685 	1999 	['602']
	36146 	4685 	1998 	['602']
	792341 	14424 	1998 	['737']
	202375 	6619 	1999 	['509']
	202375 	6619 	1998 	['509']
	1017303 	63520 	1999 	['357']
	1017303 	63520 	1998 	['357']
	808310 	25671 	1999 	['737']
	917273 	64766 	1999 	['679']
	714756 	16643 	1999 	['602']
	714756 	16643 	1998 	['602']
	713275 	12757 	1999 	['283']
	713275 	12757 	1998 	['283']
	44471 	5377 	1999 	['225']
	44471 	5377 	1998 	['225']
	14707 	2436 	1999 	['314']
	14707 	2436 	1998 	['314']
	833320 	15084 	1999 	['131']
	833320 	15084 	1998 	['131']
	1381639 	16926 	1999 	['602']
	1381639 	16926 	1998 	['602']
	903127 	28608 	1999 	['679']
	903127 	28608 	1998 	['679']
	1003464 	62200 	1999 	['384']
	920707 	60942 	1999 	['737']
	920707 	60942 	1998 	['737']
	903129 	28408 	1999 	['873']
	903129 	28408 	1998 	['873']
	779390 	21508 	1999 	['366']
	779390 	21508 	1998 	['366']
	789019 	12141 	1999 	['737']
	789019 	12141 	1998 	['737']
	7084 	1722 	1998 	['207']
	914789 	29388 	1999 	['603']
	914789 	29388 	1998 	['603']
	725363 	12711 	1999 	['283']
	725363 	12711 	1998 	['283']
	914397 	29608 	1999 	['451']
	914397 	29608 	1998 	['451']
	919568 	14134 	1998 	['603']
	725813 	2965 	1998 	['229']
	785931 	11974 	1998 	['573']
	1189712 	4078 	1999 	['202']
	1189712 	4078 	1998 	['202']
	216039 	5357 	1999 	['653']
	216039 	5357 	1998 	['653']
	1016546 	64550 	1999 	['104']
	884719 	28316 	1999 	['357']
	884719 	28316 	1998 	['357']
	815093 	14581 	1999 	['384']
	815093 	14581 	1998 	['384']
	6494 	1650 	1999 	['366']
	6494 	1650 	1998 	['366']
	815094 	13619 	1999 	['384']
	815094 	13619 	1998 	['384']
	934749 	61425 	1999 	['162']
	934749 	61425 	1998 	['162']
	1019439 	65484 	1999 	['565']
	750561 	8341 	1999 	['131']
	750561 	8341 	1998 	['131']
	916789 	5572 	1999 	['363']
	916789 	5572 	1998 	['363']
	835887 	65872 	1999 	['283']
	942133 	31811 	1999 	['581']
	942133 	31811 	1998 	['581']
	726728 	30822 	1999 	['679']
	726728 	30822 	1998 	['679']
	40570 	5050 	1999 	['736']
	40570 	5050 	1998 	['736']
	1043000 	65732 	1999 	['836']
	930405 	31489 	1999 	['603']
	930405 	31489 	1998 	['603']
	920148 	14960 	1999 	['807']
	920148 	14960 	1998 	['807']
	779282 	24353 	1999 	['807']
	779282 	24353 	1998 	['807']
	858339 	20423 	1999 	['799']
	858339 	20423 	1998 	['799']
	706777 	6716 	1999 	['344']
	92472 	9898 	1999 	['494']
	92472 	9898 	1998 	['494']
	86759 	28836 	1999 	['679']
	86759 	28836 	1998 	['679']
	730349 	10598 	1999 	['202']
	730349 	10598 	1998 	['202']
	109831 	4675 	1999 	['384']
	109831 	4675 	1998 	['384']
	1318060 	1500 	1999 	['737']
	1318060 	1500 	1998 	['737']
	887614 	28165 	1999 	['737']
	887614 	28165 	1998 	['737']
	946816 	61142 	1998 	['284']
	946673 	61487 	1999 	['602']
	946673 	61487 	1998 	['602']
	842718 	23420 	1999 	['333']
	842718 	23420 	1998 	['333']
	913159 	29068 	1998 	['208']
	1034239 	64896 	1999 	['399']
	866734 	21673 	1999 	['384']
	866734 	21673 	1998 	['384']
	34782 	15199 	1999 	['602']
	34782 	15199 	1998 	['602']
	849706 	20036 	1999 	['243']
	849706 	20036 	1998 	['243']
	23194 	23002 	1999 	['131']
	23194 	23002 	1998 	['131']
	87565 	9472 	1999 	['282']
	87565 	9472 	1998 	['282']
	23197 	3358 	1999 	['366']
	23197 	3358 	1998 	['366']
	905428 	29063 	1999 	['737']
	905428 	29063 	1998 	['737']
	923139 	61585 	1999 	['603']
	923139 	61585 	1998 	['603']
	1016169 	63700 	1999 	['384']
	1016169 	63700 	1998 	['384']
	1007508 	62702 	1998 	['357']
	1116463 	12915 	1999 	['384']
	1116463 	12915 	1998 	['384']
	717216 	12430 	1999 	['874']
	717216 	12430 	1998 	['999']
	351231 	3806 	1999 	['138']
	351231 	3806 	1998 	['138']
	1018920 	64367 	1999 	['874']
	834162 	25079 	1999 	['799']
	834162 	25079 	1998 	['799']
	356037 	2573 	1998 	['737']
	88974 	9602 	1999 	['366']
	88974 	9602 	1998 	['366']
	810136 	13200 	1999 	['367']
	810136 	13200 	1998 	['355']
	892112 	62632 	1999 	['283']
	892112 	62632 	1998 	['283']
	103096 	10297 	1999 	['495']
	103096 	10297 	1998 	['495']
	882087 	25781 	1999 	['635']
	882087 	25781 	1998 	['635']
	818969 	17030 	1999 	['602']
	818969 	17030 	1998 	['602']
	783324 	12321 	1999 	['104']
	783324 	12321 	1998 	['104']
